item_id,order_id,product_id,product_name,category,supplier,qty,unit_price,discount_pct,discounted_price,line_total,cost_price,weight_kg,order_date,order_status
ITM0007044,ORD0004106,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.25,33.74,33.74,17.0,0.18,2023-10-31,Completed
ITM0007045,ORD0004107,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2023-11-14,Completed
ITM0007046,ORD0004108,P021,VR Headset Standalone,Gaming,BrightGadgets,2,299.99,0.07,278.99,557.98,140.0,0.65,2024-12-19,Returned
ITM0007047,ORD0004108,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.07,102.29,102.29,45.0,0.55,2024-12-19,Returned
ITM0007048,ORD0004109,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2024-10-22,Completed
ITM0007049,ORD0004110,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2023-02-13,Completed
ITM0007050,ORD0004111,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-09-22,Completed
ITM0007051,ORD0004111,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.0,29.99,29.99,10.0,0.6,2024-09-22,Completed
ITM0007052,ORD0004112,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,3,59.99,0.25,44.99,134.97,18.0,0.4,2022-03-27,Completed
ITM0007053,ORD0004113,P015,Microphone USB Condenser,Audio,EliteComponents,2,99.99,0.0,99.99,199.98,42.0,0.55,2023-12-16,Completed
ITM0007054,ORD0004113,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2023-12-16,Completed
ITM0007055,ORD0004113,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,2,59.99,0.0,59.99,119.98,18.0,0.4,2023-12-16,Completed
ITM0007056,ORD0004113,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2023-12-16,Completed
ITM0007057,ORD0004114,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.07,55.79,55.79,18.0,0.4,2024-10-14,Completed
ITM0007058,ORD0004114,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.07,158.09,158.09,72.0,0.35,2024-10-14,Completed
ITM0007059,ORD0004114,P014,Docking Station USB-C,Accessories,EliteComponents,2,109.99,0.07,102.29,204.58,45.0,0.55,2024-10-14,Completed
ITM0007060,ORD0004114,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.07,83.69,83.69,35.0,0.3,2024-10-14,Completed
ITM0007061,ORD0004115,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.0,8.99,8.99,2.2,0.08,2022-11-23,Completed
ITM0007062,ORD0004116,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.2,31.99,31.99,12.0,0.8,2022-09-29,Completed
ITM0007063,ORD0004116,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.2,34.39,34.39,14.0,0.9,2022-09-29,Completed
ITM0007064,ORD0004116,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.2,71.99,71.99,35.0,0.3,2022-09-29,Completed
ITM0007065,ORD0004117,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2022-10-13,Completed
ITM0007066,ORD0004118,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2023-04-11,Cancelled
ITM0007067,ORD0004118,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2023-04-11,Cancelled
ITM0007068,ORD0004119,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2023-06-07,Completed
ITM0007069,ORD0004119,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2023-06-07,Completed
ITM0007070,ORD0004120,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.0,169.99,169.99,72.0,0.35,2023-06-21,Completed
ITM0007071,ORD0004120,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2023-06-21,Completed
ITM0007072,ORD0004121,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.0,9.99,9.99,2.8,0.15,2023-07-20,Completed
ITM0007073,ORD0004121,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,2,39.99,0.0,39.99,79.98,12.0,0.8,2023-07-20,Completed
ITM0007074,ORD0004122,P009,Desk Pad XL,Accessories,TechCore Ltd,2,29.99,0.0,29.99,59.98,10.0,0.6,2023-08-22,Pending
ITM0007075,ORD0004123,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2023-11-10,Completed
ITM0007076,ORD0004123,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.0,42.99,42.99,14.0,0.9,2023-11-10,Completed
ITM0007077,ORD0004123,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,2,89.99,0.0,89.99,179.98,35.0,0.3,2023-11-10,Completed
ITM0007078,ORD0004124,P027,Cable Clips Pack 50,Accessories,ValueSource Co,2,5.99,0.0,5.99,11.98,1.0,0.08,2023-12-23,Returned
ITM0007079,ORD0004125,P028,Gaming Chair Ergonomic,Furniture,ValueSource Co,1,349.99,0.0,349.99,349.99,155.0,18.0,2024-06-20,Completed
ITM0007080,ORD0004125,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2024-06-20,Completed
ITM0007081,ORD0004126,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.0,109.99,109.99,45.0,0.55,2024-08-10,Completed
ITM0007082,ORD0004126,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2024-08-10,Completed
ITM0007083,ORD0004127,P016,27in Monitor 4K,Displays,BrightGadgets,1,319.99,0.14,275.19,275.19,138.0,6.5,2024-09-25,Completed
ITM0007084,ORD0004128,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,2,49.99,0.05,47.49,94.98,14.0,0.15,2024-10-16,Completed
ITM0007085,ORD0004128,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.05,18.99,18.99,6.0,0.25,2024-10-16,Completed
ITM0007086,ORD0004129,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2024-08-11,Completed
ITM0007087,ORD0004129,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2024-08-11,Completed
ITM0007088,ORD0004130,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,2,49.99,0.16,41.99,83.98,14.0,0.15,2024-03-24,Cancelled
ITM0007089,ORD0004130,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.16,75.59,75.59,40.0,0.1,2024-03-24,Cancelled
ITM0007090,ORD0004131,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.21,33.96,33.96,14.0,0.9,2024-08-28,Completed
ITM0007091,ORD0004131,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.21,31.59,31.59,12.0,0.8,2024-08-28,Completed
ITM0007092,ORD0004132,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-12-17,Pending
ITM0007093,ORD0004133,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.22,109.19,109.19,55.0,0.08,2022-09-24,Returned
ITM0007094,ORD0004133,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.22,35.09,35.09,17.0,0.18,2022-09-24,Returned
ITM0007095,ORD0004134,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2022-09-12,Completed
ITM0007096,ORD0004135,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2022-04-23,Completed
ITM0007097,ORD0004136,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2022-06-18,Completed
ITM0007098,ORD0004137,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.21,35.54,35.54,17.0,0.18,2022-07-28,Completed
ITM0007099,ORD0004138,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,2,54.99,0.0,54.99,109.98,20.0,0.3,2023-04-15,Completed
ITM0007100,ORD0004138,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2023-04-15,Completed
ITM0007101,ORD0004138,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2023-04-15,Completed
ITM0007102,ORD0004139,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2022-04-10,Completed
ITM0007103,ORD0004139,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.0,169.99,169.99,72.0,0.35,2022-04-10,Completed
ITM0007104,ORD0004140,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2022-06-20,Completed
ITM0007105,ORD0004140,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2022-06-20,Completed
ITM0007106,ORD0004141,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2024-02-04,Pending
ITM0007107,ORD0004142,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2022-06-11,Completed
ITM0007108,ORD0004142,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2022-06-11,Completed
ITM0007109,ORD0004142,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2022-06-11,Completed
ITM0007110,ORD0004142,P028,Gaming Chair Ergonomic,Furniture,ValueSource Co,3,349.99,0.0,349.99,1049.97,155.0,18.0,2022-06-11,Completed
ITM0007111,ORD0004143,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.0,109.99,109.99,45.0,0.55,2023-09-13,Completed
ITM0007112,ORD0004144,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2023-11-10,Pending
ITM0007113,ORD0004145,P028,Gaming Chair Ergonomic,Furniture,ValueSource Co,1,349.99,0.24,265.99,265.99,155.0,18.0,2023-11-24,Completed
ITM0007114,ORD0004145,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.24,6.07,6.07,1.5,0.1,2023-11-24,Completed
ITM0007115,ORD0004146,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2024-01-11,Completed
ITM0007116,ORD0004147,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.18,45.09,45.09,19.0,1.2,2024-01-27,Completed
ITM0007117,ORD0004148,P016,27in Monitor 4K,Displays,BrightGadgets,2,319.99,0.0,319.99,639.98,138.0,6.5,2022-06-13,Completed
ITM0007118,ORD0004149,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,2,49.99,0.09,45.49,90.98,14.0,0.15,2024-05-07,Completed
ITM0007119,ORD0004150,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.17,4.97,4.97,1.0,0.08,2024-05-24,Completed
ITM0007120,ORD0004151,P028,Gaming Chair Ergonomic,Furniture,ValueSource Co,1,349.99,0.07,325.49,325.49,155.0,18.0,2024-06-07,Completed
ITM0007121,ORD0004152,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.22,42.89,42.89,20.0,0.3,2024-12-26,Completed
ITM0007122,ORD0004152,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.22,38.99,38.99,14.0,0.15,2024-12-26,Completed
ITM0007123,ORD0004153,P028,Gaming Chair Ergonomic,Furniture,ValueSource Co,3,349.99,0.0,349.99,1049.97,155.0,18.0,2023-07-05,Completed
ITM0007124,ORD0004153,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.0,8.99,8.99,2.2,0.08,2023-07-05,Completed
ITM0007125,ORD0004153,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2023-07-05,Completed
ITM0007126,ORD0004153,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,2,49.99,0.0,49.99,99.98,14.0,0.15,2023-07-05,Completed
ITM0007127,ORD0004154,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2023-07-19,Completed
ITM0007128,ORD0004155,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.27,7.29,7.29,2.8,0.15,2023-09-29,Completed
ITM0007129,ORD0004156,P029,Thermal Paste Premium,PC Parts,EliteComponents,2,9.99,0.26,7.39,14.78,3.0,0.05,2024-03-27,Pending
ITM0007130,ORD0004157,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.1,44.99,44.99,14.0,0.15,2024-04-15,Completed
ITM0007131,ORD0004157,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.1,10.54,10.54,15.0,0.45,2024-04-15,Completed
ITM0007132,ORD0004158,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2023-11-12,Completed
ITM0007133,ORD0004158,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.0,9.99,9.99,2.8,0.15,2023-11-12,Completed
ITM0007134,ORD0004158,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2023-11-12,Completed
ITM0007135,ORD0004158,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2023-11-12,Completed
ITM0007136,ORD0004159,P003,Smart Watch Fitness,Wearables,NovaTech Supply,2,139.99,0.17,116.19,232.38,55.0,0.08,2023-11-26,Completed
ITM0007137,ORD0004160,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.23,115.49,115.49,58.0,0.35,2024-03-27,Completed
ITM0007138,ORD0004161,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2024-09-23,Completed
ITM0007139,ORD0004162,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-11-08,Completed
ITM0007140,ORD0004163,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-12-09,Completed
ITM0007141,ORD0004164,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,2,89.99,0.0,89.99,179.98,35.0,0.3,2023-06-17,Returned
ITM0007142,ORD0004164,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,2,59.99,0.0,59.99,119.98,18.0,0.4,2023-06-17,Returned
ITM0007143,ORD0004165,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2024-12-23,Completed
ITM0007144,ORD0004166,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.0,19.99,19.99,6.0,0.25,2024-10-04,Completed
ITM0007145,ORD0004167,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.14,47.29,47.29,20.0,0.3,2024-10-26,Completed
ITM0007146,ORD0004167,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.14,8.59,8.59,2.8,0.15,2024-10-26,Completed
ITM0007147,ORD0004168,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-12-15,Completed
ITM0007148,ORD0004168,P013,Portable SSD 1TB,Storage,EliteComponents,2,89.99,0.0,89.99,179.98,40.0,0.1,2024-12-15,Completed
ITM0007149,ORD0004168,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2024-12-15,Completed
ITM0007150,ORD0004169,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.0,9.99,9.99,2.8,0.15,2023-07-02,Completed
ITM0007151,ORD0004170,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,3,49.99,0.0,49.99,149.97,14.0,0.15,2023-07-16,Completed
ITM0007152,ORD0004170,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2023-07-16,Completed
ITM0007153,ORD0004171,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2023-04-04,Completed
ITM0007154,ORD0004171,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2023-04-04,Completed
ITM0007155,ORD0004171,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.0,149.99,149.99,58.0,0.35,2023-04-04,Completed
ITM0007156,ORD0004172,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2022-02-10,Completed
ITM0007157,ORD0004173,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.18,45.09,45.09,20.0,0.3,2022-05-29,Completed
ITM0007158,ORD0004174,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.0,169.99,169.99,72.0,0.35,2024-12-09,Completed
ITM0007159,ORD0004175,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.21,35.54,35.54,17.0,0.18,2023-12-26,Completed
ITM0007160,ORD0004175,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.21,47.39,47.39,18.0,0.4,2023-12-26,Completed
ITM0007161,ORD0004176,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.1,17.99,17.99,6.0,0.25,2023-09-05,Completed
ITM0007162,ORD0004176,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.1,26.99,26.99,10.0,0.6,2023-09-05,Completed
ITM0007163,ORD0004177,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.22,6.23,6.23,1.5,0.1,2022-09-24,Completed
ITM0007164,ORD0004178,P012,Gaming Mouse RGB,Peripherals,EliteComponents,2,44.99,0.0,44.99,89.98,17.0,0.18,2022-10-08,Completed
ITM0007165,ORD0004179,P009,Desk Pad XL,Accessories,TechCore Ltd,2,29.99,0.13,26.09,52.18,10.0,0.6,2022-10-27,Completed
ITM0007166,ORD0004179,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,2,89.99,0.13,78.29,156.58,35.0,0.3,2022-10-27,Completed
ITM0007167,ORD0004179,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.13,10.19,10.19,15.0,0.45,2022-10-27,Completed
ITM0007168,ORD0004179,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.13,8.69,8.69,2.8,0.15,2022-10-27,Completed
ITM0007169,ORD0004180,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2022-11-10,Completed
ITM0007170,ORD0004180,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.0,149.99,149.99,58.0,0.35,2022-11-10,Completed
ITM0007171,ORD0004180,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2022-11-10,Completed
ITM0007172,ORD0004181,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.18,16.39,16.39,6.0,0.25,2024-11-27,Completed
ITM0007173,ORD0004181,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.18,35.25,35.25,14.0,0.9,2024-11-27,Completed
ITM0007174,ORD0004182,P020,Laptop Cooling Pad,Accessories,BrightGadgets,3,32.99,0.19,26.72,80.16,11.0,0.7,2022-03-29,Completed
ITM0007175,ORD0004182,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.19,48.59,48.59,18.0,0.4,2022-03-29,Completed
ITM0007176,ORD0004182,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.19,72.89,72.89,40.0,0.1,2022-03-29,Completed
ITM0007177,ORD0004182,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,3,59.99,0.19,48.59,145.77,18.0,0.4,2022-03-29,Completed
ITM0007178,ORD0004183,P023,Cable Management Kit,Accessories,ValueSource Co,1,12.99,0.0,12.99,12.99,3.8,0.3,2024-03-19,Completed
ITM0007179,ORD0004184,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2024-01-13,Completed
ITM0007180,ORD0004185,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,2,42.99,0.09,39.12,78.24,14.0,0.9,2024-04-13,Completed
ITM0007181,ORD0004185,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.09,40.94,40.94,17.0,0.18,2024-04-13,Completed
ITM0007182,ORD0004185,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,2,11.71,0.09,10.66,21.32,15.0,0.45,2024-04-13,Completed
ITM0007183,ORD0004185,P020,Laptop Cooling Pad,Accessories,BrightGadgets,1,32.99,0.09,30.02,30.02,11.0,0.7,2024-04-13,Completed
ITM0007184,ORD0004186,P018,Action Camera 4K,Cameras,BrightGadgets,2,169.99,0.16,142.79,285.58,72.0,0.35,2024-05-27,Completed
ITM0007185,ORD0004186,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.16,29.39,29.39,11.0,0.25,2024-05-27,Completed
ITM0007186,ORD0004187,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2024-06-15,Completed
ITM0007187,ORD0004188,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.22,7.01,7.01,2.2,0.08,2024-06-27,Completed
ITM0007188,ORD0004189,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2024-04-18,Returned
ITM0007189,ORD0004190,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2023-12-03,Completed
ITM0007190,ORD0004190,P009,Desk Pad XL,Accessories,TechCore Ltd,2,29.99,0.0,29.99,59.98,10.0,0.6,2023-12-03,Completed
ITM0007191,ORD0004190,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.0,29.99,29.99,10.0,0.6,2023-12-03,Completed
ITM0007192,ORD0004190,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2023-12-03,Completed
ITM0007193,ORD0004191,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.12,79.19,79.19,40.0,0.1,2023-08-24,Completed
ITM0007194,ORD0004192,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-08-18,Completed
ITM0007195,ORD0004192,P003,Smart Watch Fitness,Wearables,NovaTech Supply,2,139.99,0.0,139.99,279.98,55.0,0.08,2024-08-18,Completed
ITM0007196,ORD0004192,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.0,42.99,42.99,14.0,0.9,2024-08-18,Completed
ITM0007197,ORD0004193,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2022-08-18,Completed
ITM0007198,ORD0004193,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,2,19.99,0.0,19.99,39.98,6.0,0.25,2022-08-18,Completed
ITM0007199,ORD0004194,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2023-02-14,Completed
ITM0007200,ORD0004195,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.21,134.29,134.29,72.0,0.35,2024-07-31,Completed
ITM0007201,ORD0004196,P023,Cable Management Kit,Accessories,ValueSource Co,1,12.99,0.07,12.08,12.08,3.8,0.3,2024-11-04,Completed
ITM0007202,ORD0004197,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2024-12-02,Completed
ITM0007203,ORD0004197,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.0,109.99,109.99,45.0,0.55,2024-12-02,Completed
ITM0007204,ORD0004198,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2024-04-05,Completed
ITM0007205,ORD0004199,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.0,42.99,42.99,14.0,0.9,2022-04-16,Completed
ITM0007206,ORD0004200,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.0,19.99,19.99,6.0,0.25,2024-09-13,Completed
ITM0007207,ORD0004201,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.11,26.69,26.69,10.0,0.6,2024-10-06,Pending
ITM0007208,ORD0004202,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2024-12-14,Completed
ITM0007209,ORD0004203,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2023-09-22,Completed
ITM0007210,ORD0004203,P025,Screen Cleaning Kit,Accessories,ValueSource Co,3,7.99,0.0,7.99,23.97,1.5,0.1,2023-09-22,Completed
ITM0007211,ORD0004204,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2023-07-06,Completed
ITM0007212,ORD0004205,P020,Laptop Cooling Pad,Accessories,BrightGadgets,1,32.99,0.0,32.99,32.99,11.0,0.7,2024-01-02,Completed
ITM0007213,ORD0004206,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.14,94.59,94.59,45.0,0.55,2024-06-30,Completed
ITM0007214,ORD0004206,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.14,7.73,7.73,2.2,0.08,2024-06-30,Completed
ITM0007215,ORD0004207,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.11,10.42,10.42,15.0,0.45,2023-05-22,Completed
ITM0007216,ORD0004208,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2024-01-22,Completed
ITM0007217,ORD0004208,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,2,54.99,0.0,54.99,109.98,20.0,0.3,2024-01-22,Completed
ITM0007218,ORD0004208,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2024-01-22,Completed
