product_id,date,stock_level,units_sold,stockout_flag
P018,2024-01-21,59,2,0
P018,2024-01-22,58,1,0
P018,2024-01-23,57,1,0
P018,2024-01-24,55,2,0
P018,2024-01-25,54,1,0
P018,2024-01-26,52,2,0
P018,2024-01-27,51,1,0
P018,2024-01-28,49,2,0
P018,2024-01-29,48,1,0
P018,2024-01-30,46,2,0
P018,2024-01-31,44,2,0
P018,2024-02-01,143,1,0
P018,2024-02-02,142,1,0
P018,2024-02-03,138,4,0
P018,2024-02-04,134,4,0
P018,2024-02-05,132,2,0
P018,2024-02-06,130,2,0
P018,2024-02-07,128,2,0
P018,2024-02-08,127,1,0
P018,2024-02-09,126,1,0
P018,2024-02-10,124,2,0
P018,2024-02-11,121,3,0
P018,2024-02-12,120,1,0
P018,2024-02-13,119,1,0
P018,2024-02-14,117,2,0
P018,2024-02-15,115,2,0
P018,2024-02-16,114,1,0
P018,2024-02-17,110,4,0
P018,2024-02-18,108,2,0
P018,2024-02-19,106,2,0
P018,2024-02-20,105,1,0
P018,2024-02-21,102,3,0
P018,2024-02-22,101,1,0
P018,2024-02-23,100,1,0
P018,2024-02-24,98,2,0
P018,2024-02-25,96,2,0
P018,2024-02-26,94,2,0
P018,2024-02-27,93,1,0
P018,2024-02-28,90,3,0
P018,2024-02-29,88,2,0
P018,2024-03-01,186,2,0
P018,2024-03-02,181,5,0
P018,2024-03-03,178,3,0
P018,2024-03-04,175,3,0
P018,2024-03-05,172,3,0
P018,2024-03-06,169,3,0
P018,2024-03-07,167,2,0
P018,2024-03-08,165,2,0
P018,2024-03-09,160,5,0
P018,2024-03-10,156,4,0
P018,2024-03-11,154,2,0
P018,2024-03-12,151,3,0
P018,2024-03-13,148,3,0
P018,2024-03-14,147,1,0
P018,2024-03-15,146,1,0
P018,2024-03-16,141,5,0
P018,2024-03-17,136,5,0
P018,2024-03-18,134,2,0
P018,2024-03-19,131,3,0
P018,2024-03-20,129,2,0
P018,2024-03-21,126,3,0
P018,2024-03-22,123,3,0
P018,2024-03-23,119,4,0
P018,2024-03-24,115,4,0
P018,2024-03-25,114,1,0
P018,2024-03-26,111,3,0
P018,2024-03-27,108,3,0
P018,2024-03-28,106,2,0
P018,2024-03-29,103,3,0
P018,2024-03-30,100,3,0
P018,2024-03-31,96,4,0
P018,2024-04-01,194,2,0
P018,2024-04-02,191,3,0
P018,2024-04-03,190,1,0
P018,2024-04-04,189,1,0
P018,2024-04-05,187,2,0
P018,2024-04-06,184,3,0
P018,2024-04-07,181,3,0
P018,2024-04-08,179,2,0
P018,2024-04-09,177,2,0
P018,2024-04-10,175,2,0
P018,2024-04-11,172,3,0
P018,2024-04-12,169,3,0
P018,2024-04-13,167,2,0
P018,2024-04-14,163,4,0
P018,2024-04-15,161,2,0
P018,2024-04-16,158,3,0
P018,2024-04-17,156,2,0
P018,2024-04-18,154,2,0
P018,2024-04-19,152,2,0
P018,2024-04-20,150,2,0
P018,2024-04-21,146,4,0
P018,2024-04-22,143,3,0
P018,2024-04-23,140,3,0
P018,2024-04-24,138,2,0
P018,2024-04-25,136,2,0
P018,2024-04-26,132,4,0
P018,2024-04-27,127,5,0
P018,2024-04-28,124,3,0
P018,2024-04-29,122,2,0
P018,2024-04-30,119,3,0
P018,2024-05-01,216,3,0
P018,2024-05-02,214,2,0
P018,2024-05-03,212,2,0
P018,2024-05-04,209,3,0
P018,2024-05-05,204,5,0
P018,2024-05-06,201,3,0
P018,2024-05-07,198,3,0
P018,2024-05-08,196,2,0
P018,2024-05-09,195,1,0
P018,2024-05-10,193,2,0
P018,2024-05-11,188,5,0
P018,2024-05-12,184,4,0
P018,2024-05-13,180,4,0
P018,2024-05-14,179,1,0
P018,2024-05-15,176,3,0
P018,2024-05-16,174,2,0
P018,2024-05-17,171,3,0
P018,2024-05-18,165,6,0
P018,2024-05-19,162,3,0
P018,2024-05-20,158,4,0
P018,2024-05-21,154,4,0
P018,2024-05-22,151,3,0
P018,2024-05-23,147,4,0
P018,2024-05-24,143,4,0
P018,2024-05-25,138,5,0
P018,2024-05-26,133,5,0
P018,2024-05-27,129,4,0
P018,2024-05-28,126,3,0
P018,2024-05-29,122,4,0
P018,2024-05-30,119,3,0
P018,2024-05-31,117,2,0
P018,2024-06-01,214,3,0
P018,2024-06-02,208,6,0
P018,2024-06-03,205,3,0
P018,2024-06-04,202,3,0
P018,2024-06-05,199,3,0
P018,2024-06-06,196,3,0
P018,2024-06-07,193,3,0
P018,2024-06-08,189,4,0
P018,2024-06-09,184,5,0
P018,2024-06-10,182,2,0
P018,2024-06-11,180,2,0
P018,2024-06-12,177,3,0
P018,2024-06-13,173,4,0
P018,2024-06-14,169,4,0
P018,2024-06-15,165,4,0
P018,2024-06-16,159,6,0
P018,2024-06-17,157,2,0
P018,2024-06-18,153,4,0
P018,2024-06-19,151,2,0
P018,2024-06-20,148,3,0
P018,2024-06-21,145,3,0
P018,2024-06-22,142,3,0
P018,2024-06-23,136,6,0
P018,2024-06-24,134,2,0
P018,2024-06-25,132,2,0
P018,2024-06-26,129,3,0
P018,2024-06-27,126,3,0
P018,2024-06-28,123,3,0
P018,2024-06-29,118,5,0
P018,2024-06-30,112,6,0
P018,2024-07-01,210,2,0
P018,2024-07-02,208,2,0
P018,2024-07-03,206,2,0
P018,2024-07-04,202,4,0
P018,2024-07-05,199,3,0
P018,2024-07-06,192,7,0
P018,2024-07-07,186,6,0
P018,2024-07-08,184,2,0
P018,2024-07-09,181,3,0
P018,2024-07-10,179,2,0
P018,2024-07-11,177,2,0
P018,2024-07-12,173,4,0
P018,2024-07-13,167,6,0
P018,2024-07-14,163,4,0
P018,2024-07-15,160,3,0
P018,2024-07-16,157,3,0
P018,2024-07-17,155,2,0
P018,2024-07-18,153,2,0
P018,2024-07-19,151,2,0
P018,2024-07-20,144,7,0
P018,2024-07-21,141,3,0
P018,2024-07-22,138,3,0
P018,2024-07-23,135,3,0
P018,2024-07-24,132,3,0
P018,2024-07-25,129,3,0
P018,2024-07-26,127,2,0
P018,2024-07-27,121,6,0
P018,2024-07-28,118,3,0
P018,2024-07-29,115,3,0
P018,2024-07-30,112,3,0
P018,2024-07-31,108,4,0
P018,2024-08-01,205,3,0
P018,2024-08-02,201,4,0
P018,2024-08-03,196,5,0
P018,2024-08-04,193,3,0
P018,2024-08-05,190,3,0
P018,2024-08-06,187,3,0
P018,2024-08-07,185,2,0
P018,2024-08-08,183,2,0
P018,2024-08-09,180,3,0
P018,2024-08-10,176,4,0
P018,2024-08-11,169,7,0
P018,2024-08-12,167,2,0
P018,2024-08-13,165,2,0
P018,2024-08-14,162,3,0
P018,2024-08-15,160,2,0
P018,2024-08-16,158,2,0
P018,2024-08-17,153,5,0
P018,2024-08-18,147,6,0
P018,2024-08-19,143,4,0
P018,2024-08-20,139,4,0
P018,2024-08-21,137,2,0
P018,2024-08-22,135,2,0
P018,2024-08-23,131,4,0
P018,2024-08-24,127,4,0
P018,2024-08-25,123,4,0
P018,2024-08-26,121,2,0
P018,2024-08-27,118,3,0
P018,2024-08-28,114,4,0
P018,2024-08-29,111,3,0
P018,2024-08-30,109,2,0
P018,2024-08-31,105,4,0
P018,2024-09-01,198,7,0
P018,2024-09-02,194,4,0
P018,2024-09-03,192,2,0
P018,2024-09-04,189,3,0
P018,2024-09-05,185,4,0
P018,2024-09-06,181,4,0
P018,2024-09-07,177,4,0
P018,2024-09-08,174,3,0
P018,2024-09-09,172,2,0
P018,2024-09-10,168,4,0
P018,2024-09-11,166,2,0
P018,2024-09-12,162,4,0
P018,2024-09-13,160,2,0
P018,2024-09-14,156,4,0
P018,2024-09-15,151,5,0
P018,2024-09-16,148,3,0
P018,2024-09-17,144,4,0
P018,2024-09-18,140,4,0
P018,2024-09-19,136,4,0
P018,2024-09-20,133,3,0
P018,2024-09-21,129,4,0
P018,2024-09-22,125,4,0
P018,2024-09-23,122,3,0
P018,2024-09-24,120,2,0
P018,2024-09-25,117,3,0
P018,2024-09-26,113,4,0
P018,2024-09-27,110,3,0
P018,2024-09-28,107,3,0
P018,2024-09-29,104,3,0
P018,2024-09-30,102,2,0
P018,2024-10-01,154,3,0
P018,2024-10-02,152,2,0
P018,2024-10-03,149,3,0
P018,2024-10-04,146,3,0
P018,2024-10-05,140,6,0
P018,2024-10-06,135,5,0
P018,2024-10-07,130,5,0
P018,2024-10-08,128,2,0
P018,2024-10-09,126,2,0
P018,2024-10-10,121,5,0
P018,2024-10-11,118,3,0
P018,2024-10-12,113,5,0
P018,2024-10-13,105,8,0
P018,2024-10-14,101,4,0
P018,2024-10-15,98,3,0
P018,2024-10-16,96,2,0
P018,2024-10-17,93,3,0
P018,2024-10-18,88,5,0
P018,2024-10-19,84,4,0
P018,2024-10-20,76,8,0
P018,2024-10-21,73,3,0
P018,2024-10-22,71,2,0
P018,2024-10-23,66,5,0
P018,2024-10-24,62,4,0
P018,2024-10-25,58,4,0
P018,2024-10-26,54,4,0
P018,2024-10-27,50,4,0
P018,2024-10-28,48,2,0
P018,2024-10-29,46,2,0
P018,2024-10-30,43,3,0
P018,2024-10-31,40,3,0
P018,2024-11-01,89,6,0
P018,2024-11-02,83,6,0
P018,2024-11-03,77,6,0
P018,2024-11-04,71,6,0
P018,2024-11-05,66,5,0
P018,2024-11-06,60,6,0
P018,2024-11-07,54,6,0
P018,2024-11-08,47,7,0
P018,2024-11-09,36,11,0
P018,2024-11-10,24,12,0
P018,2024-11-11,18,6,0
P018,2024-11-12,15,3,0
P018,2024-11-13,8,7,0
P018,2024-11-14,1,7,0
P018,2024-11-15,0,1,1
P018,2024-11-16,0,0,1
P018,2024-11-17,0,0,1
P018,2024-11-18,0,0,1
P018,2024-11-19,0,0,1
P018,2024-11-20,0,0,1
P018,2024-11-21,0,0,1
P018,2024-11-22,0,0,1
P018,2024-11-23,0,0,1
P018,2024-11-24,0,0,1
P018,2024-11-25,0,0,1
P018,2024-11-26,0,0,1
P018,2024-11-27,0,0,1
P018,2024-11-28,0,0,1
P018,2024-11-29,0,0,1
P018,2024-11-30,0,0,1
P018,2024-12-01,48,7,0
P018,2024-12-02,43,5,0
P018,2024-12-03,37,6,0
P018,2024-12-04,34,3,0
P018,2024-12-05,29,5,0
P018,2024-12-06,26,3,0
P018,2024-12-07,17,9,0
P018,2024-12-08,8,9,0
P018,2024-12-09,4,4,0
P018,2024-12-10,0,4,1
P018,2024-12-11,0,0,1
P018,2024-12-12,0,0,1
P018,2024-12-13,0,0,1
P018,2024-12-14,0,0,1
P018,2024-12-15,0,0,1
P018,2024-12-16,0,0,1
P018,2024-12-17,0,0,1
P018,2024-12-18,0,0,1
P018,2024-12-19,0,0,1
P018,2024-12-20,0,0,1
P018,2024-12-21,0,0,1
P018,2024-12-22,0,0,1
P018,2024-12-23,0,0,1
P018,2024-12-24,0,0,1
P018,2024-12-25,0,0,1
P018,2024-12-26,0,0,1
P018,2024-12-27,0,0,1
P018,2024-12-28,0,0,1
P018,2024-12-29,0,0,1
P018,2024-12-30,0,0,1
P018,2024-12-31,0,0,1
P019,2022-01-01,198,2,0
P019,2022-01-02,195,3,0
P019,2022-01-03,193,2,0
P019,2022-01-04,191,2,0
P019,2022-01-05,189,2,0
P019,2022-01-06,188,1,0
P019,2022-01-07,186,2,0
P019,2022-01-08,184,2,0
P019,2022-01-09,181,3,0
P019,2022-01-10,180,1,0
P019,2022-01-11,178,2,0
P019,2022-01-12,177,1,0
P019,2022-01-13,175,2,0
P019,2022-01-14,173,2,0
P019,2022-01-15,170,3,0
P019,2022-01-16,168,2,0
P019,2022-01-17,166,2,0
P019,2022-01-18,164,2,0
P019,2022-01-19,162,2,0
P019,2022-01-20,161,1,0
P019,2022-01-21,160,1,0
P019,2022-01-22,156,4,0
P019,2022-01-23,153,3,0
P019,2022-01-24,152,1,0
P019,2022-01-25,150,2,0
P019,2022-01-26,149,1,0
P019,2022-01-27,148,1,0
P019,2022-01-28,147,1,0
P019,2022-01-29,145,2,0
P019,2022-01-30,144,1,0
P019,2022-01-31,142,2,0
P019,2022-02-01,240,2,0
P019,2022-02-02,239,1,0
P019,2022-02-03,237,2,0
P019,2022-02-04,236,1,0
P019,2022-02-05,233,3,0
P019,2022-02-06,229,4,0
P019,2022-02-07,228,1,0
P019,2022-02-08,226,2,0
P019,2022-02-09,225,1,0
P019,2022-02-10,224,1,0
P019,2022-02-11,223,1,0
P019,2022-02-12,221,2,0
P019,2022-02-13,218,3,0
P019,2022-02-14,215,3,0
P019,2022-02-15,213,2,0
P019,2022-02-16,210,3,0
P019,2022-02-17,209,1,0
P019,2022-02-18,207,2,0
P019,2022-02-19,203,4,0
P019,2022-02-20,201,2,0
P019,2022-02-21,198,3,0
P019,2022-02-22,195,3,0
P019,2022-02-23,194,1,0
P019,2022-02-24,192,2,0
P019,2022-02-25,190,2,0
P019,2022-02-26,186,4,0
P019,2022-02-27,184,2,0
P019,2022-02-28,183,1,0
P019,2022-03-01,281,2,0
P019,2022-03-02,280,1,0
P019,2022-03-03,278,2,0
P019,2022-03-04,275,3,0
P019,2022-03-05,272,3,0
P019,2022-03-06,269,3,0
P019,2022-03-07,266,3,0
P019,2022-03-08,265,1,0
P019,2022-03-09,264,1,0
P019,2022-03-10,262,2,0
P019,2022-03-11,259,3,0
P019,2022-03-12,254,5,0
P019,2022-03-13,250,4,0
P019,2022-03-14,247,3,0
P019,2022-03-15,246,1,0
P019,2022-03-16,245,1,0
P019,2022-03-17,243,2,0
P019,2022-03-18,242,1,0
P019,2022-03-19,239,3,0
P019,2022-03-20,237,2,0
P019,2022-03-21,234,3,0
P019,2022-03-22,232,2,0
P019,2022-03-23,230,2,0
P019,2022-03-24,228,2,0
P019,2022-03-25,226,2,0
P019,2022-03-26,222,4,0
P019,2022-03-27,218,4,0
P019,2022-03-28,215,3,0
P019,2022-03-29,212,3,0
P019,2022-03-30,209,3,0
P019,2022-03-31,206,3,0
P019,2022-04-01,303,3,0
P019,2022-04-02,300,3,0
P019,2022-04-03,294,6,0
P019,2022-04-04,292,2,0
P019,2022-04-05,291,1,0
P019,2022-04-06,289,2,0
P019,2022-04-07,286,3,0
P019,2022-04-08,283,3,0
P019,2022-04-09,279,4,0
P019,2022-04-10,275,4,0
P019,2022-04-11,273,2,0
P019,2022-04-12,271,2,0
P019,2022-04-13,269,2,0
P019,2022-04-14,267,2,0
P019,2022-04-15,264,3,0
P019,2022-04-16,260,4,0
P019,2022-04-17,257,3,0
P019,2022-04-18,253,4,0
P019,2022-04-19,250,3,0
P019,2022-04-20,248,2,0
P019,2022-04-21,244,4,0
P019,2022-04-22,242,2,0
P019,2022-04-23,238,4,0
P019,2022-04-24,233,5,0
P019,2022-04-25,230,3,0
P019,2022-04-26,227,3,0
P019,2022-04-27,225,2,0
P019,2022-04-28,223,2,0
P019,2022-04-29,221,2,0
P019,2022-04-30,215,6,0
P019,2022-05-01,310,5,0
P019,2022-05-02,308,2,0
P019,2022-05-03,305,3,0
P019,2022-05-04,302,3,0
P019,2022-05-05,299,3,0
P019,2022-05-06,296,3,0
P019,2022-05-07,293,3,0
P019,2022-05-08,289,4,0
P019,2022-05-09,286,3,0
P019,2022-05-10,283,3,0
P019,2022-05-11,281,2,0
P019,2022-05-12,279,2,0
P019,2022-05-13,276,3,0
P019,2022-05-14,272,4,0
P019,2022-05-15,267,5,0
P019,2022-05-16,264,3,0
P019,2022-05-17,261,3,0
P019,2022-05-18,258,3,0
P019,2022-05-19,256,2,0
P019,2022-05-20,253,3,0
P019,2022-05-21,251,2,0
P019,2022-05-22,248,3,0
P019,2022-05-23,246,2,0
P019,2022-05-24,243,3,0
P019,2022-05-25,241,2,0
P019,2022-05-26,238,3,0
P019,2022-05-27,235,3,0
P019,2022-05-28,229,6,0
P019,2022-05-29,226,3,0
P019,2022-05-30,224,2,0
P019,2022-05-31,222,2,0
P019,2022-06-01,320,2,0
P019,2022-06-02,317,3,0
P019,2022-06-03,314,3,0
P019,2022-06-04,311,3,0
P019,2022-06-05,305,6,0
P019,2022-06-06,302,3,0
P019,2022-06-07,300,2,0
P019,2022-06-08,296,4,0
P019,2022-06-09,293,3,0
P019,2022-06-10,289,4,0
P019,2022-06-11,285,4,0
P019,2022-06-12,280,5,0
P019,2022-06-13,277,3,0
P019,2022-06-14,274,3,0
P019,2022-06-15,272,2,0
P019,2022-06-16,270,2,0
P019,2022-06-17,268,2,0
P019,2022-06-18,264,4,0
P019,2022-06-19,261,3,0
P019,2022-06-20,259,2,0
P019,2022-06-21,256,3,0
P019,2022-06-22,252,4,0
P019,2022-06-23,249,3,0
P019,2022-06-24,247,2,0
P019,2022-06-25,242,5,0
P019,2022-06-26,236,6,0
P019,2022-06-27,232,4,0
P019,2022-06-28,230,2,0
P019,2022-06-29,226,4,0
P019,2022-06-30,222,4,0
P019,2022-07-01,320,2,0
P019,2022-07-02,313,7,0
P019,2022-07-03,307,6,0
P019,2022-07-04,305,2,0
P019,2022-07-05,303,2,0
P019,2022-07-06,299,4,0
P019,2022-07-07,296,3,0
P019,2022-07-08,294,2,0
P019,2022-07-09,290,4,0
P019,2022-07-10,285,5,0
P019,2022-07-11,283,2,0
P019,2022-07-12,279,4,0
P019,2022-07-13,277,2,0
P019,2022-07-14,274,3,0
P019,2022-07-15,270,4,0
P019,2022-07-16,266,4,0
P019,2022-07-17,262,4,0
P019,2022-07-18,260,2,0
P019,2022-07-19,256,4,0
P019,2022-07-20,252,4,0
P019,2022-07-21,248,4,0
P019,2022-07-22,245,3,0
P019,2022-07-23,242,3,0
P019,2022-07-24,236,6,0
P019,2022-07-25,234,2,0
P019,2022-07-26,232,2,0
P019,2022-07-27,228,4,0
P019,2022-07-28,226,2,0
P019,2022-07-29,223,3,0
P019,2022-07-30,216,7,0
P019,2022-07-31,211,5,0
P019,2022-08-01,307,4,0
P019,2022-08-02,305,2,0
P019,2022-08-03,303,2,0
P019,2022-08-04,300,3,0
P019,2022-08-05,296,4,0
P019,2022-08-06,290,6,0
P019,2022-08-07,283,7,0
P019,2022-08-08,279,4,0
P019,2022-08-09,276,3,0
P019,2022-08-10,272,4,0
P019,2022-08-11,269,3,0
P019,2022-08-12,266,3,0
P019,2022-08-13,261,5,0
P019,2022-08-14,258,3,0
P019,2022-08-15,254,4,0
P019,2022-08-16,251,3,0
P019,2022-08-17,249,2,0
P019,2022-08-18,246,3,0
P019,2022-08-19,244,2,0
P019,2022-08-20,241,3,0
P019,2022-08-21,235,6,0
P019,2022-08-22,231,4,0
P019,2022-08-23,227,4,0
P019,2022-08-24,224,3,0
P019,2022-08-25,222,2,0
P019,2022-08-26,220,2,0
P019,2022-08-27,215,5,0
P019,2022-08-28,211,4,0
P019,2022-08-29,209,2,0
P019,2022-08-30,207,2,0
P019,2022-08-31,204,3,0
P019,2022-09-01,300,4,0
P019,2022-09-02,296,4,0
P019,2022-09-03,290,6,0
P019,2022-09-04,283,7,0
P019,2022-09-05,280,3,0
P019,2022-09-06,278,2,0
P019,2022-09-07,274,4,0
P019,2022-09-08,271,3,0
P019,2022-09-09,269,2,0
P019,2022-09-10,264,5,0
P019,2022-09-11,257,7,0
P019,2022-09-12,254,3,0
P019,2022-09-13,250,4,0
P019,2022-09-14,248,2,0
P019,2022-09-15,244,4,0
P019,2022-09-16,242,2,0
P019,2022-09-17,239,3,0
P019,2022-09-18,233,6,0
P019,2022-09-19,230,3,0
P019,2022-09-20,227,3,0
P019,2022-09-21,224,3,0
P019,2022-09-22,221,3,0
P019,2022-09-23,217,4,0
P019,2022-09-24,210,7,0
P019,2022-09-25,204,6,0
P019,2022-09-26,200,4,0
P019,2022-09-27,198,2,0
P019,2022-09-28,195,3,0
P019,2022-09-29,192,3,0
P019,2022-09-30,190,2,0
P019,2022-10-01,239,6,0
P019,2022-10-02,234,5,0
P019,2022-10-03,232,2,0
P019,2022-10-04,227,5,0
P019,2022-10-05,225,2,0
P019,2022-10-06,221,4,0
P019,2022-10-07,218,3,0
P019,2022-10-08,211,7,0
P019,2022-10-09,206,5,0
P019,2022-10-10,203,3,0
P019,2022-10-11,201,2,0
P019,2022-10-12,199,2,0
P019,2022-10-13,196,3,0
P019,2022-10-14,192,4,0
P019,2022-10-15,186,6,0
P019,2022-10-16,178,8,0
P019,2022-10-17,175,3,0
P019,2022-10-18,171,4,0
P019,2022-10-19,168,3,0
P019,2022-10-20,163,5,0
P019,2022-10-21,158,5,0
P019,2022-10-22,153,5,0
P019,2022-10-23,147,6,0
P019,2022-10-24,144,3,0
P019,2022-10-25,139,5,0
P019,2022-10-26,137,2,0
P019,2022-10-27,134,3,0
P019,2022-10-28,132,2,0
P019,2022-10-29,127,5,0
P019,2022-10-30,122,5,0
P019,2022-10-31,119,3,0
P019,2022-11-01,168,6,0
P019,2022-11-02,161,7,0
P019,2022-11-03,156,5,0
P019,2022-11-04,150,6,0
P019,2022-11-05,143,7,0
P019,2022-11-06,134,9,0
P019,2022-11-07,127,7,0
P019,2022-11-08,123,4,0
P019,2022-11-09,118,5,0
P019,2022-11-10,111,7,0
P019,2022-11-11,104,7,0
P019,2022-11-12,96,8,0
P019,2022-11-13,90,6,0
P019,2022-11-14,86,4,0
P019,2022-11-15,80,6,0
P019,2022-11-16,72,8,0
P019,2022-11-17,64,8,0
P019,2022-11-18,58,6,0
P019,2022-11-19,50,8,0
P019,2022-11-20,44,6,0
P019,2022-11-21,40,4,0
P019,2022-11-22,35,5,0
P019,2022-11-23,29,6,0
P019,2022-11-24,22,7,0
P019,2022-11-25,15,7,0
P019,2022-11-26,10,5,0
P019,2022-11-27,1,9,0
P019,2022-11-28,0,1,1
P019,2022-11-29,0,0,1
P019,2022-11-30,0,0,1
P019,2022-12-01,50,5,0
P019,2022-12-02,45,5,0
P019,2022-12-03,36,9,0
P019,2022-12-04,30,6,0
P019,2022-12-05,27,3,0
P019,2022-12-06,21,6,0
P019,2022-12-07,17,4,0
P019,2022-12-08,11,6,0
P019,2022-12-09,6,5,0
P019,2022-12-10,0,6,1
P019,2022-12-11,0,0,1
P019,2022-12-12,0,0,1
P019,2022-12-13,0,0,1
P019,2022-12-14,0,0,1
P019,2022-12-15,0,0,1
P019,2022-12-16,0,0,1
P019,2022-12-17,0,0,1
P019,2022-12-18,0,0,1
P019,2022-12-19,0,0,1
P019,2022-12-20,0,0,1
P019,2022-12-21,0,0,1
P019,2022-12-22,0,0,1
P019,2022-12-23,0,0,1
P019,2022-12-24,0,0,1
P019,2022-12-25,0,0,1
P019,2022-12-26,0,0,1
P019,2022-12-27,0,0,1
P019,2022-12-28,0,0,1
P019,2022-12-29,0,0,1
P019,2022-12-30,0,0,1
P019,2022-12-31,0,0,1
P019,2023-01-01,97,3,0
P019,2023-01-02,95,2,0
P019,2023-01-03,94,1,0
P019,2023-01-04,92,2,0
P019,2023-01-05,91,1,0
P019,2023-01-06,89,2,0
P019,2023-01-07,87,2,0
P019,2023-01-08,84,3,0
P019,2023-01-09,83,1,0
P019,2023-01-10,81,2,0
P019,2023-01-11,79,2,0
P019,2023-01-12,77,2,0
P019,2023-01-13,76,1,0
P019,2023-01-14,74,2,0
P019,2023-01-15,72,2,0
P019,2023-01-16,71,1,0
P019,2023-01-17,70,1,0
P019,2023-01-18,69,1,0
P019,2023-01-19,67,2,0
P019,2023-01-20,66,1,0
P019,2023-01-21,63,3,0
P019,2023-01-22,59,4,0
P019,2023-01-23,57,2,0
P019,2023-01-24,56,1,0
P019,2023-01-25,55,1,0
P019,2023-01-26,54,1,0
P019,2023-01-27,53,1,0
P019,2023-01-28,50,3,0
P019,2023-01-29,48,2,0
P019,2023-01-30,47,1,0
P019,2023-01-31,46,1,0
P019,2023-02-01,144,2,0
P019,2023-02-02,143,1,0
P019,2023-02-03,141,2,0
P019,2023-02-04,137,4,0
P019,2023-02-05,134,3,0
P019,2023-02-06,133,1,0
P019,2023-02-07,132,1,0
P019,2023-02-08,130,2,0
P019,2023-02-09,128,2,0
P019,2023-02-10,126,2,0
P019,2023-02-11,122,4,0
P019,2023-02-12,120,2,0
P019,2023-02-13,118,2,0
P019,2023-02-14,117,1,0
P019,2023-02-15,115,2,0
P019,2023-02-16,113,2,0
P019,2023-02-17,112,1,0
P019,2023-02-18,109,3,0
P019,2023-02-19,107,2,0
P019,2023-02-20,106,1,0
P019,2023-02-21,105,1,0
P019,2023-02-22,103,2,0
P019,2023-02-23,102,1,0
P019,2023-02-24,100,2,0
P019,2023-02-25,97,3,0
P019,2023-02-26,94,3,0
P019,2023-02-27,93,1,0
P019,2023-02-28,91,2,0
P019,2023-03-01,189,2,0
P019,2023-03-02,186,3,0
P019,2023-03-03,184,2,0
P019,2023-03-04,179,5,0
P019,2023-03-05,176,3,0
P019,2023-03-06,173,3,0
P019,2023-03-07,172,1,0
P019,2023-03-08,171,1,0
P019,2023-03-09,168,3,0
P019,2023-03-10,165,3,0
P019,2023-03-11,162,3,0
P019,2023-03-12,157,5,0
P019,2023-03-13,155,2,0
P019,2023-03-14,152,3,0
P019,2023-03-15,150,2,0
P019,2023-03-16,147,3,0
P019,2023-03-17,144,3,0
P019,2023-03-18,139,5,0
P019,2023-03-19,135,4,0
P019,2023-03-20,132,3,0
P019,2023-03-21,129,3,0
P019,2023-03-22,126,3,0
P019,2023-03-23,125,1,0
P019,2023-03-24,123,2,0
P019,2023-03-25,119,4,0
P019,2023-03-26,115,4,0
P019,2023-03-27,112,3,0
P019,2023-03-28,111,1,0
P019,2023-03-29,109,2,0
P019,2023-03-30,107,2,0
P019,2023-03-31,104,3,0
P019,2023-04-01,202,2,0
P019,2023-04-02,197,5,0
P019,2023-04-03,195,2,0
P019,2023-04-04,192,3,0
P019,2023-04-05,188,4,0
P019,2023-04-06,184,4,0
P019,2023-04-07,181,3,0
P019,2023-04-08,177,4,0
P019,2023-04-09,174,3,0
P019,2023-04-10,171,3,0
P019,2023-04-11,168,3,0
P019,2023-04-12,166,2,0
P019,2023-04-13,164,2,0
P019,2023-04-14,160,4,0
P019,2023-04-15,154,6,0
P019,2023-04-16,150,4,0
P019,2023-04-17,147,3,0
P019,2023-04-18,145,2,0
P019,2023-04-19,142,3,0
P019,2023-04-20,140,2,0
P019,2023-04-21,137,3,0
P019,2023-04-22,134,3,0
P019,2023-04-23,131,3,0
P019,2023-04-24,128,3,0
P019,2023-04-25,126,2,0
P019,2023-04-26,124,2,0
P019,2023-04-27,120,4,0
P019,2023-04-28,119,1,0
P019,2023-04-29,113,6,0
P019,2023-04-30,109,4,0
P019,2023-05-01,206,3,0
P019,2023-05-02,204,2,0
P019,2023-05-03,200,4,0
P019,2023-05-04,197,3,0
P019,2023-05-05,193,4,0
P019,2023-05-06,190,3,0
P019,2023-05-07,186,4,0
P019,2023-05-08,184,2,0
P019,2023-05-09,182,2,0
P019,2023-05-10,178,4,0
P019,2023-05-11,175,3,0
P019,2023-05-12,172,3,0
P019,2023-05-13,169,3,0
P019,2023-05-14,166,3,0
P019,2023-05-15,164,2,0
P019,2023-05-16,160,4,0
P019,2023-05-17,158,2,0
P019,2023-05-18,154,4,0
P019,2023-05-19,151,3,0
P019,2023-05-20,148,3,0
P019,2023-05-21,146,2,0
P019,2023-05-22,143,3,0
P019,2023-05-23,140,3,0
P019,2023-05-24,137,3,0
P019,2023-05-25,135,2,0
P019,2023-05-26,132,3,0
P019,2023-05-27,127,5,0
P019,2023-05-28,121,6,0
P019,2023-05-29,118,3,0
P019,2023-05-30,115,3,0
P019,2023-05-31,113,2,0
P019,2023-06-01,210,3,0
P019,2023-06-02,207,3,0
P019,2023-06-03,201,6,0
P019,2023-06-04,198,3,0
P019,2023-06-05,194,4,0
P019,2023-06-06,191,3,0
P019,2023-06-07,189,2,0
P019,2023-06-08,185,4,0
P019,2023-06-09,181,4,0
P019,2023-06-10,176,5,0
P019,2023-06-11,170,6,0
