return_id,order_id,item_id,product_id,product_name,supplier,category,return_date,return_reason,refund_amount,qty_returned
RET001902,ORD0003297,ITM0005635,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2023-04-15,Not as Described,89.19,1
RET001903,ORD0003299,ITM0005639,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-06-29,Arrived Damaged,11.02,1
RET001904,ORD0003301,ITM0005642,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-01-03,Defective/Not Working,34.86,1
RET001905,ORD0003306,ITM0005647,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-06-06,Not as Described,5.48,1
RET001906,ORD0003315,ITM0005663,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2022-10-14,Defective/Not Working,31.05,1
RET001907,ORD0003316,ITM0005666,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2022-11-22,Arrived Damaged,40.81,1
RET001908,ORD0003321,ITM0005673,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-02-02,Wrong Item Sent,49.53,1
RET001909,ORD0003323,ITM0005676,P007,Webcam 1080p HD,TechCore,Peripherals,2024-04-17,Not as Described,44.21,1
RET001910,ORD0003324,ITM0005678,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-05-31,Defective/Not Working,19.32,1
RET001911,ORD0003326,ITM0005681,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-12-28,Defective/Not Working,8.34,1
RET001912,ORD0003327,ITM0005683,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-12-11,,154.68,3
RET001913,ORD0003332,ITM0005695,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-02-16,Wrong Item Sent,36.81,1
RET001914,ORD0003335,ITM0005702,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2023-02-19,Changed Mind,34.45,1
RET001915,ORD0003338,ITM0005705,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-07-29,Arrived Damaged,31.03,1
RET001916,ORD0003345,ITM0005715,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-12-23,Not as Described,59.53,1
RET001917,ORD0003348,ITM0005719,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-11-30,Wrong Item Sent,129.9,3
RET001918,ORD0003350,ITM0005721,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-12-20,Wrong Item Sent,43.43,1
RET001919,ORD0003361,ITM0005744,P023,Cable Management Kit,ValueSource Co,Accessories,2022-06-09,Defective/Not Working,11.36,1
RET001920,ORD0003364,ITM0005747,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2022-10-14,Changed Mind,24.0,1
RET001921,ORD0003374,ITM0005765,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-03-17,Defective/Not Working,45.19,1
RET001922,ORD0003376,ITM0005767,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2024-08-29,Defective/Not Working,122.5,3
RET001923,ORD0003379,ITM0005774,P019,Ring Light 10in,BRIGHTGADGETS,Lighting,2023-02-08,Poor Quality,50.1,1
RET001924,ORD0003380,ITM0005775,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-03-30,Not as Described,4.49,1
RET001925,ORD0003383,ITM0005779,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-10-04,Defective/Not Working,46.93,1
RET001926,ORD0003391,ITM0005794,P005,USB-C Hub 7-in-1,TechCore,Accessories,2024-01-22,Poor Quality,32.83,1
RET001927,ORD0003391,ITM0005795,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-01-14,Not as Described,49.09,1
RET001928,ORD0003396,ITM0005800,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-11-05,Poor Quality,34.77,1
RET001929,ORD0003397,ITM0005803,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-07-27,Defective/Not Working,42.27,1
RET001930,ORD0003399,ITM0005808,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-07-07,Defective/Not Working,148.1,3
RET001931,ORD0003400,ITM0005812,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-11-24,Defective/Not Working,113.43,2
RET001932,ORD0003410,ITM0005827,P024,Phone Stand Adjustable,Value Source Co,Accessories,2023-08-14,Not as Described,15.85,2
RET001933,ORD0003413,ITM0005833,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-05-15,Defective/Not Working,34.76,1
RET001934,ORD0003416,ITM0005836,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-07-01,Defective/Not Working,44.17,1
RET001935,ORD0003417,ITM0005839,P004,Smart Plug 4-Pack,Novatech Supply,Smart Home,2024-07-26,Defective/Not Working,34.15,1
RET001936,ORD0003419,ITM0005842,P013,Portable SSD 1TB,EliteComponents,Storage,2024-10-01,Arrived Damaged,64.22,1
RET001937,ORD0003420,ITM0005844,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-11-25,Defective/Not Working,33.28,1
RET001938,ORD0003428,ITM0005861,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-05-18,Defective/Not Working,34.58,1
RET001939,ORD0003434,ITM0005869,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-08-22,Defective/Not Working,53.04,1
RET001940,ORD0003442,ITM0005883,P006,Laptop Stand Aluminium,TECHCORE LTD,Accessories,2023-06-30,Not as Described,30.0,1
RET001941,ORD0003445,ITM0005888,P023,Cable Management Kit,Value Source Co,Accessories,2023-11-25,Changed Mind,12.51,1
RET001942,ORD0003448,ITM0005892,P018,Action Camera 4K,Bright gadgets,Cameras,2023-05-08,Not as Described,320.43,2
RET001943,ORD0003451,ITM0005897,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2024-02-14,Changed Mind,31.76,1
RET001944,ORD0003457,ITM0005908,P003,Smart Watch Fitness,novatech supply,Wearables,2024-04-08,Defective/Not Working,133.35,1
RET001945,ORD0003459,ITM0005910,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2022-10-19,Arrived Damaged,29.34,1
RET001946,ORD0003463,ITM0005916,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-01-02,Poor Quality,61.92,1
RET001947,ORD0003469,ITM0005924,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-12-25,Defective/Not Working,124.28,3
RET001948,ORD0003483,ITM0005943,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-10-04,Defective/Not Working,8.25,1
RET001949,ORD0003488,ITM0005954,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2023-07-03,Arrived Damaged,83.14,1
RET001950,ORD0003489,ITM0005959,P003,Smart Watch Fitness,novatech supply,Wearables,2023-12-07,Not as Described,107.09,1
RET001951,ORD0003494,ITM0005966,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2022-08-15,Defective/Not Working,5.5,1
RET001952,ORD0003500,ITM0005977,P023,Cable Management Kit,ValueSource Co,Accessories,2023-10-24,Not as Described,12.18,1
RET001953,ORD0003503,ITM0005982,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2023-08-08,Defective/Not Working,35.93,1
RET001954,ORD0003520,ITM0006018,P016,27in Monitor 4K,BrightGadgets,Displays,2023-10-06,Defective/Not Working,637.66,2
RET001955,ORD0003521,ITM0006020,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2022-08-12,Arrived Damaged,135.76,3
RET001956,ORD0003529,ITM0006032,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-10-15,Changed Mind,18.28,3
RET001957,ORD0003531,ITM0006036,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-11-24,Not as Described,123.61,1
RET001958,ORD0003532,ITM0006037,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-12-14,Defective/Not Working,37.02,1
RET001959,ORD0003536,ITM0006043,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2024-10-20,Wrong Item Sent,40.17,1
RET001960,ORD0003538,ITM0006045,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-11-17,Changed Mind,35.29,1
RET001961,ORD0003542,ITM0006051,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-06-16,Defective/Not Working,58.5,1
RET001962,ORD0003543,ITM0006052,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2023-04-05,Not as Described,33.37,1
RET001963,ORD0003544,ITM0006057,P008,Power Bank 20000mAh,Tech Core Ltd,Accessories,2023-04-23,Arrived Damaged,10.17,1
RET001964,ORD0003547,ITM0006060,P016,27in Monitor 4K,BrightGadgets,Displays,2023-08-31,Changed Mind,633.35,2
RET001965,ORD0003552,ITM0006072,P023,Cable Management Kit,ValueSource Co,Accessories,2024-03-01,Defective/Not Working,25.23,2
RET001966,ORD0003557,ITM0006081,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-12-01,Defective/Not Working,34.95,1
RET001967,ORD0003558,ITM0006083,P001,Wireless Earbuds Pro,novatech supply,Audio,2022-12-31,Arrived Damaged,44.72,1
RET001968,ORD0003558,ITM0006084,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2022-12-31,Defective/Not Working,45.06,1
RET001969,ORD0003561,ITM0006092,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-01-01,Defective/Not Working,59.53,1
RET001970,ORD0003561,ITM0006094,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-01-01,Defective/Not Working,40.25,1
RET001971,ORD0003566,ITM0006105,P018,Action Camera 4K,Bright gadgets,Cameras,2024-05-28,Defective/Not Working,154.32,1
RET001972,ORD0003566,ITM0006106,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-06-11,Defective/Not Working,56.03,1
RET001973,ORD0003568,ITM0006109,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-02-20,Defective/Not Working,36.14,1
RET001974,ORD0003571,ITM0006113,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-08-07,Not as Described,45.45,1
RET001975,ORD0003572,ITM0006115,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-01-19,Not as Described,8.59,1
RET001976,ORD0003576,ITM0006122,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-10-14,Not as Described,32.07,1
RET001977,ORD0003579,ITM0006125,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-07-12,Defective/Not Working,92.68,2
RET001978,ORD0003583,ITM0006139,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2023-12-21,,42.45,1
RET001979,ORD0003584,ITM0006143,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-05-18,Defective/Not Working,13.74,1
RET001980,ORD0003584,ITM0006144,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-05-13,Not as Described,40.16,1
RET001981,ORD0003592,ITM0006154,P018,Action Camera 4K,Bright gadgets,Cameras,2022-07-23,Defective/Not Working,153.13,1
RET001982,ORD0003598,ITM0006163,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-04-03,Changed Mind,152.52,3
RET001983,ORD0003607,ITM0006181,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-08-10,Not as Described,42.34,1
RET001984,ORD0003614,ITM0006192,P003,Smart Watch Fitness,Novatech Supply,Wearables,2022-11-20,Defective/Not Working,123.54,1
RET001985,ORD0003618,ITM0006199,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-02-20,Wrong Item Sent,37.28,1
RET001986,ORD0003623,ITM0006207,P015,Microphone USB Condenser,Elite Components,Audio,2024-10-30,Changed Mind,95.45,1
RET001987,ORD0003627,ITM0006220,P007,Webcam 1080p HD,TechCore,Peripherals,2022-06-13,Not as Described,54.29,1
RET001988,ORD0003630,ITM0006224,P023,Cable Management Kit,ValueSource Co,Accessories,2023-10-16,Changed Mind,10.11,1
RET001989,ORD0003635,ITM0006233,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-01-22,Not as Described,93.62,3
RET001990,ORD0003641,ITM0006246,P009,Desk Pad XL,TechCore Ltd,Accessories,2023-12-24,Arrived Damaged,23.56,1
RET001991,ORD0003647,ITM0006254,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-11-12,Defective/Not Working,50.08,2
RET001992,ORD0003649,ITM0006257,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2022-11-19,Defective/Not Working,36.77,1
RET001993,ORD0003654,ITM0006266,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-04-15,Defective/Not Working,55.06,1
RET001994,ORD0003658,ITM0006271,P023,Cable Management Kit,ValueSource Co,Accessories,2023-10-07,Wrong Item Sent,9.14,1
RET001995,ORD0003658,ITM0006272,P030,Webcam 4K Pro,TechCore Ltd,Peripherals,2023-10-24,Changed Mind,103.48,1
RET001996,ORD0003659,ITM0006273,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-11-05,Not as Described,34.97,1
RET001997,ORD0003659,ITM0006274,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-11-25,Poor Quality,30.8,1
RET001998,ORD0003675,ITM0006297,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-08-29,Defective/Not Working,36.83,1
RET001999,ORD0003678,ITM0006303,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-11-27,Defective/Not Working,95.1,2
RET002000,ORD0003681,ITM0006307,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-01-20,Defective/Not Working,18.62,1
RET002001,ORD0003684,ITM0006310,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-05-25,Defective/Not Working,42.77,1
RET002002,ORD0003685,ITM0006312,P016,27in Monitor 4K,BrightGadgets,Displays,2024-11-06,Poor Quality,297.28,1
RET002003,ORD0003689,ITM0006319,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-09-24,Defective/Not Working,54.58,1
RET002004,ORD0003690,ITM0006322,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-11-07,Poor Quality,48.82,1
RET002005,ORD0003697,ITM0006335,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2022-01-31,Defective/Not Working,89.95,2
RET002006,ORD0003713,ITM0006363,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2023-01-29,Arrived Damaged,36.26,1
RET002007,ORD0003718,ITM0006371,P023,Cable Management Kit,ValueSource Co,Accessories,2024-05-13,Not as Described,10.47,1
RET002008,ORD0003722,ITM0006379,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-01-06,Defective/Not Working,55.84,1
RET002009,ORD0003723,ITM0006383,P022,Laptop Sleeve 15in,ValueSource,Accessories,2024-04-16,Arrived Damaged,19.12,1
RET002010,ORD0003724,ITM0006384,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-04-20,Defective/Not Working,97.81,2
RET002011,ORD0003728,ITM0006389,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-10-24,Not as Described,7.24,1
RET002012,ORD0003729,ITM0006392,P002,Bluetooth Speaker Mini,Novatech Supply,Audio,2023-03-19,Not as Described,59.29,1
RET002013,ORD0003730,ITM0006394,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-04-28,Wrong Item Sent,7.13,1
RET002014,ORD0003731,ITM0006396,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2023-11-29,Wrong Item Sent,37.15,1
RET002015,ORD0003732,ITM0006397,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-01-27,Poor Quality,76.3,2
RET002016,ORD0003736,ITM0006404,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-09-20,Arrived Damaged,18.29,2
RET002017,ORD0003736,ITM0006406,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-09-19,Defective/Not Working,54.06,2
RET002018,ORD0003741,ITM0006414,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-10-30,Defective/Not Working,49.65,1
RET002019,ORD0003744,ITM0006419,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-02-16,,58.88,1
RET002020,ORD0003747,ITM0006426,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-05-13,Defective/Not Working,28.49,1
RET002021,ORD0003748,ITM0006427,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-06-11,Defective/Not Working,53.64,1
RET002022,ORD0003749,ITM0006429,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-10-25,Defective/Not Working,55.36,1
RET002023,ORD0003753,ITM0006433,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2022-02-12,,57.61,1
RET002024,ORD0003755,ITM0006437,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2022-08-25,Defective/Not Working,47.67,1
RET002025,ORD0003758,ITM0006442,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2022-06-06,Defective/Not Working,44.47,1
RET002026,ORD0003765,ITM0006457,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-10-17,Defective/Not Working,57.28,1
RET002027,ORD0003770,ITM0006465,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-12-02,Defective/Not Working,57.45,1
RET002028,ORD0003772,ITM0006470,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-05-02,Poor Quality,46.31,1
RET002029,ORD0003785,ITM0006487,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-07-29,Defective/Not Working,18.62,1
RET002030,ORD0003794,ITM0006501,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-07-13,Arrived Damaged,139.68,1
RET002031,ORD0003794,ITM0006503,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2023-07-15,Wrong Item Sent,7.2,1
RET002032,ORD0003805,ITM0006519,P021,VR Headset Standalone,brightgadgets,Gaming,2023-02-22,Defective/Not Working,267.95,1
RET002033,ORD0003810,ITM0006525,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2023-11-16,Not as Described,109.39,3
RET002034,ORD0003814,ITM0006532,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-08-16,Poor Quality,109.04,2
RET002035,ORD0003814,ITM0006534,P023,Cable Management Kit,ValueSource Co,Accessories,2024-08-19,Arrived Damaged,11.85,1
RET002036,ORD0003818,ITM0006540,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-05-14,Defective/Not Working,118.84,2
RET002037,ORD0003822,ITM0006545,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2025-01-03,Changed Mind,115.05,2
RET002038,ORD0003830,ITM0006559,P002,Bluetooth Speaker Mini,novatech supply,Audio,2023-08-03,Defective/Not Working,43.57,1
RET002039,ORD0003832,ITM0006566,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-01-03,Defective/Not Working,56.64,1
RET002040,ORD0003835,ITM0006575,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2022-12-13,Wrong Item Sent,75.54,1
RET002041,ORD0003837,ITM0006578,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-03-04,Defective/Not Working,44.84,1
RET002042,ORD0003840,ITM0006581,P016,27in Monitor 4K,BrightGadgets,Displays,2023-04-18,Changed Mind,292.5,1
RET002043,ORD0003844,ITM0006588,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-12-26,Arrived Damaged,44.09,1
RET002044,ORD0003851,ITM0006599,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-04-03,Defective/Not Working,33.45,1
RET002045,ORD0003856,ITM0006605,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2024-06-03,Arrived Damaged,74.1,3
RET002046,ORD0003857,ITM0006606,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-02-26,Poor Quality,42.47,1
RET002047,ORD0003869,ITM0006623,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-02-01,Not as Described,36.46,1
RET002048,ORD0003869,ITM0006624,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-02-19,Defective/Not Working,43.56,1
RET002049,ORD0003879,ITM0006643,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-06-01,Changed Mind,39.77,1
RET002050,ORD0003881,ITM0006646,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2022-07-11,Poor Quality,34.28,1
RET002051,ORD0003883,ITM0006650,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2022-09-09,Wrong Item Sent,56.54,1
RET002052,ORD0003891,ITM0006665,P008,Power Bank 20000mAh,Tech Core Ltd,Accessories,2024-06-10,Wrong Item Sent,11.38,1
RET002053,ORD0003895,ITM0006671,P007,Webcam 1080p HD,Tech Core Ltd,Peripherals,2024-12-06,Changed Mind,50.48,1
RET002054,ORD0003897,ITM0006673,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-11-05,Defective/Not Working,83.09,2
RET002055,ORD0003897,ITM0006676,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-10-29,Not as Described,30.08,1
RET002056,ORD0003898,ITM0006678,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-09-30,Poor Quality,87.51,3
RET002057,ORD0003899,ITM0006681,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2025-01-02,Defective/Not Working,39.57,1
RET002058,ORD0003911,ITM0006699,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-08-22,Defective/Not Working,111.41,2
RET002059,ORD0003913,ITM0006704,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-11-01,Changed Mind,34.31,1
RET002060,ORD0003922,ITM0006719,P026,HDMI Cable 2m,Valuesource Co,Accessories,2023-01-03,Not as Described,8.11,1
RET002061,ORD0003922,ITM0006720,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2022-12-27,Defective/Not Working,30.34,1
RET002062,ORD0003942,ITM0006755,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-08-02,Wrong Item Sent,8.5,1
RET002063,ORD0003950,ITM0006768,P029,Thermal Paste Premium,EliteComponents,PC Parts,2023-11-22,Changed Mind,7.7,1
RET002064,ORD0003954,ITM0006775,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-10-01,Not as Described,44.84,1
RET002065,ORD0003957,ITM0006778,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-12-07,Defective/Not Working,121.84,1
RET002066,ORD0003958,ITM0006780,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-12-26,Defective/Not Working,53.63,1
RET002067,ORD0003958,ITM0006783,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-12-14,Changed Mind,16.4,2
RET002068,ORD0003959,ITM0006784,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-10-21,Defective/Not Working,47.32,1
RET002069,ORD0003964,ITM0006792,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2023-11-28,Not as Described,23.73,3
RET002070,ORD0003966,ITM0006795,P002,Bluetooth Speaker Mini,Novatech Supply,Audio,2023-01-19,Wrong Item Sent,40.94,1
RET002071,ORD0003970,ITM0006799,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2023-02-04,Defective/Not Working,106.75,3
RET002072,ORD0003981,ITM0006813,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-11-06,Defective/Not Working,17.32,2
RET002073,ORD0003987,ITM0006825,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-07-19,Defective/Not Working,33.67,1
RET002074,ORD0003988,ITM0006829,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2022-11-19,Not as Described,31.02,1
RET002075,ORD0003992,ITM0006838,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2022-09-22,Not as Described,334.17,1
RET002076,ORD0003996,ITM0006846,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-01-08,Not as Described,48.67,2
RET002077,ORD0003997,ITM0006849,P021,VR Headset Standalone,brightgadgets,Gaming,2023-02-01,Not as Described,253.57,1
RET002078,ORD0004002,ITM0006856,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-03-07,Defective/Not Working,58.57,1
RET002079,ORD0004002,ITM0006857,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-02-26,Defective/Not Working,33.28,1
RET002080,ORD0004004,ITM0006860,P003,Smart Watch Fitness,novatech supply,Wearables,2024-09-20,Arrived Damaged,128.8,1
RET002081,ORD0004006,ITM0006863,P023,Cable Management Kit,ValueSource Co,Accessories,2024-12-11,Not as Described,23.95,2
RET002082,ORD0004009,ITM0006869,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-09-13,Not as Described,85.33,2
RET002083,ORD0004012,ITM0006873,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-11-29,Poor Quality,56.93,1
RET002084,ORD0004013,ITM0006874,P003,Smart Watch Fitness,novatech supply,Wearables,2022-05-10,Not as Described,110.83,1
RET002085,ORD0004014,ITM0006878,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-12-27,Wrong Item Sent,112.96,2
RET002086,ORD0004019,ITM0006889,P018,Action Camera 4K,Bright gadgets,Cameras,2024-12-14,Arrived Damaged,164.83,1
RET002087,ORD0004019,ITM0006890,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-11-24,Arrived Damaged,11.6,2
RET002088,ORD0004021,ITM0006892,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-11-10,Defective/Not Working,38.0,1
RET002089,ORD0004023,ITM0006895,P024,Phone Stand Adjustable,Value Source Co,Accessories,2023-05-24,Changed Mind,18.94,2
RET002090,ORD0004026,ITM0006903,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2022-09-28,Not as Described,90.6,2
RET002091,ORD0004030,ITM0006912,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-12-03,Defective/Not Working,148.35,3
RET002092,ORD0004034,ITM0006918,P015,Microphone USB Condenser,Elite Components,Audio,2024-08-11,Defective/Not Working,70.35,1
RET002093,ORD0004037,ITM0006923,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2022-09-05,Defective/Not Working,33.44,1
RET002094,ORD0004044,ITM0006936,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-04-18,Defective/Not Working,110.89,1
RET002095,ORD0004049,ITM0006947,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-02-22,Defective/Not Working,61.79,2
RET002096,ORD0004051,ITM0006951,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-04-05,Defective/Not Working,21.3,2
RET002097,ORD0004054,ITM0006958,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-09-17,Defective/Not Working,48.81,1
RET002098,ORD0004056,ITM0006961,P001,Wireless Earbuds Pro,novatech supply,Audio,2023-10-17,Defective/Not Working,48.26,1
RET002099,ORD0004061,ITM0006969,P016,27in Monitor 4K,BrightGadgets,Displays,2024-07-09,Not as Described,317.59,1
RET002100,ORD0004065,ITM0006974,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-10-21,Wrong Item Sent,58.87,1
RET002101,ORD0004066,ITM0006975,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-04-23,Defective/Not Working,55.34,1
RET002102,ORD0004067,ITM0006980,P019,Ring Light 10in,BrightGadgets,Lighting,2024-04-26,Defective/Not Working,49.06,1
RET002103,ORD0004077,ITM0006999,P009,Desk Pad XL,TechCore Ltd,Accessories,2022-07-22,Defective/Not Working,25.62,1
RET002104,ORD0004083,ITM0007006,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2023-08-15,Changed Mind,5.39,1
RET002105,ORD0004092,ITM0007019,P015,Microphone USB Condenser,Elite Components,Audio,2025-01-04,Changed Mind,294.03,3
